163,Tapachula; Mexico,14.786200,-92.367200,0.0,-254772.142712,-6163003.479529,1617237.964802
164,Te Hana; New Zealand,-36.236700,174.512000,0.0,-5126906.691976,492581.254972,-3749407.184202
165,Thika; Kenya,-1.041480,37.102600,0.0,5086088.635452,3846941.448400,-115154.653563
166,Thomaston; Georgia,32.947100,-84.261800,0.0,535676.315058,-5330819.521131,3449035.939494
167,Toa Baja; Puerto Rico,18.431100,-66.192100,0.0,2443419.713114,-5537905.947087,2003708.091474
168,Torrumbarry; Victoria; Australia,-36.025300,144.500000,0.0,-4204374.652190,2998951.294249,-3730461.463139
169,Tukwila; Washington,47.508900,-122.299000,0.0,-2306274.485657,-3648306.464253,4680164.937358
170,Tumon; Guam,13.502800,144.805000,0.0,-5069033.944192,3575147.654052,1479549.637497
171,Uruguaiana; Brazil,-29.765500,-56.527000,0.0,3056218.710831,-4622173.819998,-3147834.545673
172,Villamaggiore; Italy,45.318500,9.187330,0.0,4434859.394292,717284.100796,4512306.587770
173,Villamaggiore; Italy,45.313700,9.184640,0.0,4435267.492541,717136.427162,4511931.459973
174,Villenave d’Ornon; France,44.781000,-0.537380,0.0,4534566.137508,-42531.171163,4470105.237128
175,Virginia Beach; Virginia,36.783800,-76.009300,0.0,1236478.526925,-4962675.963894,3798203.363044
176,Warra; Queensland; Australia,-26.908000,150.892000,0.0,-4972692.536466,2768674.646205,-2869128.333283
177,Watkins; Colorado,39.758300,-104.617000,0.0,-1239048.263459,-4751000.181637,4057390.219859
178,West Jordan; Utah,40.619700,-111.986000,0.0,-1815065.660233,-4495607.501652,4130457.192563
179,Westbury New York,40.755900,-73.557900,0.0,1369471.265099,-4640472.609556,4141925.856648
180,Wherstead; United Kingdom,52.019200,1.143540,0.0,3932492.109506,78497.216929,5004116.970742
181,Willemstad; Curaçao,12.097700,-68.908100,0.0,2244622.921232,-5819525.711632,1327971.933558
182,Willemstad; Curaçao,12.097700,-68.908100,0.0,2244622.921232,-5819525.711632,1327971.933558
183,Willows. Queensland; Australia,-23.666700,147.503000,0.0,-4929670.935361,3140183.884654,-2544515.836925
184,Wola Krobowska; Poland,51.864200,20.921000,0.0,3686653.208349,1409344.446282,4993485.291610
185,Woodville; New Zealand,-40.352100,175.867000,0.0,-4854825.213104,350808.860474,-4107856.726621
186,Woodwalton; United Kingdom,52.405000,-0.219117,0.0,3899321.315769,-14912.298277,5030420.926788
187,Yamaguchi; Japan,34.217100,131.556000,0.0,-3502333.078292,3950879.625970,3566384.687432
188,York; Pennsylvania,39.969100,-76.723000,0.0,1124160.582008,-4764075.301463,4075355.633927
