shell_id,satellite_name,satellite_id,altitude_km,inclination_deg,eccentricity,mean_motion
22,STARLINK-36721,36721,311.94,42.9954,0.000169,15.89102167
22,STARLINK-36724,36724,312.32,42.9950,0.000163,15.88964782
22,STARLINK-30513,30513,312.47,42.9812,0.002446,15.88912230
22,STARLINK-36723,36723,312.83,42.9953,0.000181,15.88783167
22,STARLINK-36690,36690,313.26,42.9952,0.000175,15.88630904
22,STARLINK-36676,36676,313.69,42.9952,0.000171,15.88478020
22,STARLINK-36736,36736,314.18,42.9951,0.000171,15.88302776
22,STARLINK-36847,36847,314.66,42.9952,0.000173,15.88130975
22,STARLINK-36822,36822,315.13,42.9953,0.000167,15.87965026
22,STARLINK-36827,36827,315.62,42.9951,0.000168,15.87790175
23,STARLINK-2488,2488,315.90,53.0420,0.000169,15.87689163
23,STARLINK-1031,1031,317.10,53.0413,0.000324,15.87260695
23,STARLINK-1752,1752,319.64,53.0407,0.000069,15.86358203
24,STARLINK-36742,36742,316.08,42.9950,0.000169,15.87624536
24,STARLINK-36763,36763,316.64,42.9950,0.000164,15.87424431
24,STARLINK-36729,36729,317.17,42.9949,0.000168,15.87236411
24,STARLINK-36814,36814,317.74,42.9953,0.000172,15.87034420
25,STARLINK-1648,1648,322.06,53.0457,0.000574,15.85498459
26,STARLINK-5024,5024,322.24,53.2015,0.000131,15.85433465
27,STARLINK-5092,5092,324.21,69.9997,0.000306,15.84732536
28,STARLINK-11687 [DTC],11687 [DTC],324.59,42.9925,0.000966,15.84601058
28,STARLINK-36662,36662,325.25,42.9969,0.000201,15.84366000
28,STARLINK-6256,6256,326.97,42.9929,0.001070,15.83754159
28,STARLINK-31299,31299,327.12,42.9828,0.002753,15.83699988
29,STARLINK-1765,1765,327.11,53.0417,0.000443,15.83704140
29,STARLINK-1971,1971,327.12,53.0415,0.000318,15.83702716
29,STARLINK-1820,1820,328.10,53.0413,0.000340,15.83354102
29,STARLINK-1843,1843,330.99,53.0445,0.000109,15.82328545
30,STARLINK-36689,36689,328.49,53.1502,0.000086,15.83216831
30,STARLINK-31867,31867,328.94,53.1425,0.001241,15.83056965
30,STARLINK-36784,36784,328.99,53.1504,0.000107,15.83040374
30,STARLINK-36743,36743,329.48,53.1502,0.000092,15.82866040
30,STARLINK-11331 [DTC],11331 [DTC],330.03,53.1501,0.000656,15.82670787
30,STARLINK-36727,36727,330.04,53.1503,0.000104,15.82667303
30,STARLINK-36730,36730,330.46,53.1506,0.000089,15.82519202
30,STARLINK-36783,36783,330.99,53.1504,0.000105,15.82329943
30,STARLINK-36786,36786,331.61,53.1510,0.000083,15.82109553
30,STARLINK-36770,36770,332.37,53.1510,0.000114,15.81840682
30,STARLINK-34411,34411,332.42,53.1375,0.001042,15.81823052
30,STARLINK-36769,36769,333.16,53.1511,0.000097,15.81561116
31,STARLINK-36644,36644,331.71,42.9974,0.000176,15.82074013
31,STARLINK-36643,36643,331.76,42.9976,0.000180,15.82059126
31,STARLINK-36144,36144,331.91,42.9983,0.000198,15.82006006
31,STARLINK-36611,36611,331.96,42.9984,0.000190,15.81987453
31,STARLINK-36657,36657,331.97,42.9981,0.000165,15.81982796
31,STARLINK-36646,36646,331.99,42.9985,0.000179,15.81977443
31,STARLINK-36660,36660,331.99,42.9987,0.000184,15.81974797
31,STARLINK-36670,36670,332.03,42.9984,0.000168,15.81962946
31,STARLINK-36289,36289,332.03,42.9982,0.000195,15.81961865
31,STARLINK-36649,36649,332.03,42.9984,0.000236,15.81961674
31,STARLINK-36651,36651,332.05,42.9981,0.000175,15.81955641
31,STARLINK-36602,36602,332.06,42.9984,0.000195,15.81949579
31,STARLINK-36661,36661,332.07,42.9982,0.000228,15.81949078
31,STARLINK-36598,36598,332.07,42.9985,0.000196,15.81946058
31,STARLINK-36659,36659,332.10,42.9982,0.000114,15.81936951
31,STARLINK-35865,35865,332.11,42.9983,0.000184,15.81932981
31,STARLINK-36658,36658,332.12,42.9985,0.000130,15.81929843
31,STARLINK-36652,36652,332.13,42.9984,0.000186,15.81926501
31,STARLINK-36589,36589,332.15,42.9987,0.000175,15.81919288
31,STARLINK-36648,36648,332.16,42.9981,0.000179,15.81914939
31,STARLINK-36654,36654,332.18,42.9983,0.000116,15.81910452
31,STARLINK-36647,36647,332.19,42.9984,0.000186,15.81906938
31,STARLINK-36606,36606,332.21,42.9983,0.000154,15.81898230
31,STARLINK-36650,36650,332.23,42.9981,0.000175,15.81892331
31,STARLINK-36655,36655,332.23,42.9980,0.000190,15.81891028
31,STARLINK-36653,36653,332.30,42.9982,0.000197,15.81865324
31,STARLINK-36656,36656,332.31,42.9982,0.000270,15.81862615
32,STARLINK-4361,4361,331.93,97.6464,0.000115,15.81998012
32,STARLINK-4404,4404,333.20,97.6184,0.000104,15.81547566
32,STARLINK-4461,4461,333.44,97.6348,0.000103,15.81463472
32,STARLINK-4407,4407,333.80,97.6146,0.000212,15.81334110
33,STARLINK-36779,36779,333.78,53.1515,0.000143,15.81340893
33,STARLINK-36762,36762,334.47,53.1519,0.000155,15.81098546
33,STARLINK-36837,36837,334.73,53.1554,0.000130,15.81005049
33,STARLINK-36761,36761,334.85,53.1520,0.000106,15.80964858
33,STARLINK-36276,36276,334.89,53.1566,0.000089,15.80949247
33,STARLINK-36608,36608,334.94,53.1554,0.000089,15.80933694
33,STARLINK-36785,36785,334.94,53.1566,0.000083,15.80932228
33,STARLINK-36838,36838,334.97,53.1555,0.000128,15.80922439
33,STARLINK-36843,36843,334.97,53.1553,0.000087,15.80921039
33,STARLINK-36840,36840,335.00,53.1574,0.000083,15.80909560
33,STARLINK-36325,36325,335.03,53.1551,0.000092,15.80900575
33,STARLINK-36393,36393,335.04,53.1550,0.000050,15.80897059
33,STARLINK-36332,36332,335.08,53.1542,0.000095,15.80883643
33,STARLINK-36828,36828,335.08,53.1557,0.000093,15.80881401
33,STARLINK-36738,36738,335.12,53.1534,0.000097,15.80867710
33,STARLINK-36835,36835,335.14,53.1539,0.000108,15.80860262
33,STARLINK-35873,35873,335.15,53.1551,0.000095,15.80859664
33,STARLINK-36348,36348,335.16,53.1565,0.000117,15.80854468
33,STARLINK-36831,36831,335.16,53.1536,0.000065,15.80854364
33,STARLINK-36780,36780,335.31,53.1519,0.000110,15.80802988
34,STARLINK-36389,36389,334.10,97.2840,0.000153,15.81230907
34,STARLINK-36708,36708,334.96,97.2872,0.000135,15.80924993
34,STARLINK-36750,36750,335.03,97.2837,0.000128,15.80900259
34,STARLINK-36385,36385,335.04,97.2873,0.000109,15.80898146
34,STARLINK-36687,36687,335.04,97.2869,0.000141,15.80895226
34,STARLINK-36697,36697,335.05,97.2840,0.000135,15.80893958
34,STARLINK-36698,36698,335.05,97.2869,0.000152,15.80891648
34,STARLINK-36702,36702,335.07,97.2873,0.000095,15.80886701
34,STARLINK-36718,36718,335.07,97.2872,0.000105,15.80886289
34,STARLINK-36287,36287,335.07,97.2865,0.000124,15.80884617
34,STARLINK-36715,36715,335.09,97.2873,0.000109,15.80878824
34,STARLINK-36716,36716,335.10,97.2847,0.000154,15.80874792
34,STARLINK-36756,36756,335.13,97.2826,0.000154,15.80864904
34,STARLINK-36630,36630,335.13,97.2855,0.000158,15.80864178
34,STARLINK-36343,36343,335.17,97.2827,0.000139,15.80849292
34,STARLINK-36346,36346,335.23,97.2828,0.000158,15.80830950
34,STARLINK-36732,36732,335.25,97.2829,0.000143,15.80824190
34,STARLINK-36807,36807,335.29,97.2830,0.000162,15.80808284
34,STARLINK-36377,36377,335.30,97.2825,0.000148,15.80806701
34,STARLINK-36382,36382,335.31,97.2834,0.000160,15.80801929
34,STARLINK-36811,36811,335.31,97.2837,0.000132,15.80800935
34,STARLINK-36733,36733,335.31,97.2828,0.000155,15.80800622
34,STARLINK-36782,36782,335.31,97.2842,0.000156,15.80800358
34,STARLINK-36739,36739,335.33,97.2847,0.000155,15.80793253
34,STARLINK-36798,36798,335.38,97.2854,0.000159,15.80778044
34,STARLINK-36354,36354,337.34,97.2853,0.000188,15.80083919
35,STARLINK-1625,1625,336.63,53.0478,0.000682,15.80335047
35,STARLINK-1585,1585,338.18,53.0421,0.000468,15.79787118
35,STARLINK-1575,1575,338.26,53.0289,0.001026,15.79757538
35,STARLINK-1657,1657,338.92,53.0474,0.000248,15.79524402
35,STARLINK-1159,1159,338.98,53.0450,0.000469,15.79502963
35,STARLINK-2116,2116,339.49,53.0407,0.000505,15.79324772
35,STARLINK-1019,1019,340.13,53.0443,0.000340,15.79097211
35,STARLINK-1965,1965,340.56,53.0164,0.001036,15.78947761
35,STARLINK-1742,1742,340.76,53.0286,0.001129,15.78876708
36,STARLINK-4465,4465,337.67,97.6408,0.000082,15.79965669
36,STARLINK-4349,4349,337.69,97.6011,0.000122,15.79958571
36,STARLINK-4469,4469,338.51,97.6294,0.000180,15.79669999
37,STARLINK-31304,31304,338.13,42.9853,0.002581,15.79805311
38,STARLINK-3855,3855,341.29,53.2162,0.000119,15.78688935
39,STARLINK-36797,36797,342.20,97.2834,0.000172,15.78368683
39,STARLINK-36707,36707,346.38,97.2855,0.000196,15.76894740
39,STARLINK-36344,36344,347.10,97.2853,0.000193,15.76640344
40,STARLINK-2058,2058,343.02,53.0404,0.000994,15.78079109
40,STARLINK-1645,1645,343.35,53.0423,0.001130,15.77961787
40,STARLINK-1683,1683,344.13,53.0124,0.000774,15.77688833
40,STARLINK-1612,1612,344.20,53.0345,0.000522,15.77663419
40,STARLINK-1894,1894,344.78,53.0448,0.000022,15.77460251
40,STARLINK-1800,1800,347.41,53.0402,0.000304,15.76532653
40,STARLINK-1457,1457,347.93,53.0477,0.001001,15.76348805
41,STARLINK-36556,36556,347.04,42.9995,0.000226,15.76662002
41,STARLINK-36514,36514,347.14,42.9977,0.000202,15.76628337
41,STARLINK-36607,36607,347.25,42.9978,0.000204,15.76590778
41,STARLINK-36623,36623,347.26,42.9986,0.000178,15.76584228
41,STARLINK-36438,36438,347.33,42.9990,0.000178,15.76559632
41,STARLINK-36416,36416,347.34,42.9990,0.000114,15.76558634
41,STARLINK-36533,36533,347.37,42.9983,0.000124,15.76546616
41,STARLINK-36436,36436,347.39,42.9974,0.000158,15.76540213
41,STARLINK-36570,36570,347.39,42.9990,0.000216,15.76540140
41,STARLINK-36600,36600,347.54,42.9998,0.000096,15.76487731
41,STARLINK-36502,36502,347.62,42.9998,0.000202,15.76459883
41,STARLINK-36595,36595,347.63,42.9988,0.000131,15.76454204
41,STARLINK-36619,36619,347.66,42.9985,0.000221,15.76444442
41,STARLINK-36624,36624,347.66,42.9989,0.000191,15.76443296
41,STARLINK-36367,36367,347.67,42.9988,0.000139,15.76442221
41,STARLINK-36633,36633,347.68,43.0001,0.000174,15.76437700
41,STARLINK-36615,36615,347.68,42.9993,0.000176,15.76437496
41,STARLINK-36532,36532,347.68,42.9997,0.000150,15.76436446
41,STARLINK-36439,36439,347.69,42.9994,0.000197,15.76435849
41,STARLINK-36599,36599,347.69,42.9992,0.000163,15.76434634
41,STARLINK-36617,36617,347.69,42.9999,0.000169,15.76434355
41,STARLINK-36627,36627,347.70,42.9985,0.000195,15.76430596
41,STARLINK-36610,36610,347.71,42.9992,0.000090,15.76427134
41,STARLINK-36637,36637,347.72,42.9998,0.000138,15.76424575
41,STARLINK-36601,36601,347.74,42.9994,0.000137,15.76415188
41,STARLINK-36548,36548,347.79,42.9989,0.000134,15.76397956
41,STARLINK-36614,36614,347.84,42.9998,0.000167,15.76381705
41,STARLINK-36527,36527,347.85,43.0004,0.000174,15.76376961
41,STARLINK-36119,36119,347.93,43.0000,0.000158,15.76349090
42,STARLINK-3258,3258,347.87,53.2113,0.000050,15.76369806
42,STARLINK-3255,3255,348.07,53.1979,0.000215,15.76301187
43,STARLINK-1934,1934,350.03,53.0447,0.000396,15.75611186
43,STARLINK-1363,1363,352.34,53.0430,0.000866,15.74797541
43,STARLINK-1681,1681,352.36,53.0496,0.000911,15.74791283
43,STARLINK-1975,1975,352.41,53.0534,0.000623,15.74773054
43,STARLINK-1775,1775,353.02,53.0438,0.000380,15.74560096
43,STARLINK-1621,1621,353.14,53.0450,0.000585,15.74518040
43,STARLINK-1366,1366,354.48,53.0422,0.000836,15.74046428
43,STARLINK-1680,1680,354.81,53.0433,0.000637,15.73931045
44,STARLINK-36768,36768,350.65,97.2849,0.000192,15.75391708
44,STARLINK-36583,36583,350.70,97.2838,0.000193,15.75373712
44,STARLINK-36585,36585,350.74,97.2839,0.000253,15.75363068
44,STARLINK-36564,36564,350.76,97.2839,0.000208,15.75354715
44,STARLINK-36562,36562,350.78,97.2832,0.000133,15.75347842
44,STARLINK-36581,36581,350.80,97.2846,0.000143,15.75341496
44,STARLINK-36629,36629,350.80,97.2842,0.000140,15.75340758
44,STARLINK-36419,36419,350.81,97.2841,0.000175,15.75336437
44,STARLINK-36688,36688,350.82,97.2833,0.000143,15.75334153
44,STARLINK-36435,36435,350.84,97.2838,0.000135,15.75326417
44,STARLINK-36597,36597,350.86,97.2827,0.000098,15.75319248
44,STARLINK-36352,36352,350.86,97.2836,0.000109,15.75317932
44,STARLINK-35934,35934,350.87,97.2846,0.000115,15.75316937
44,STARLINK-36641,36641,350.87,97.2836,0.000136,15.75314399
44,STARLINK-36398,36398,350.89,97.2830,0.000107,15.75309705
44,STARLINK-36573,36573,350.89,97.2837,0.000097,15.75307273
44,STARLINK-36621,36621,350.90,97.2841,0.000135,15.75305667
44,STARLINK-36560,36560,350.90,97.2842,0.000282,15.75303459
44,STARLINK-36720,36720,350.93,97.2827,0.000104,15.75294809
44,STARLINK-36566,36566,350.93,97.2840,0.000184,15.75294254
44,STARLINK-36594,36594,350.93,97.2831,0.000145,15.75293849
44,STARLINK-36591,36591,350.93,97.2838,0.000392,15.75293040
44,STARLINK-36567,36567,350.94,97.2845,0.000032,15.75291377
44,STARLINK-36640,36640,350.94,97.2841,0.000069,15.75291248
44,STARLINK-36281,36281,350.95,97.2820,0.000198,15.75286994
44,STARLINK-36636,36636,350.97,97.2859,0.000177,15.75281961
44,STARLINK-36569,36569,350.97,97.2853,0.000180,15.75278998
44,STARLINK-36403,36403,350.98,97.2822,0.000252,15.75275807
44,STARLINK-36565,36565,350.99,97.2846,0.000161,15.75273962
44,STARLINK-36575,36575,351.00,97.2835,0.000130,15.75269773
44,STARLINK-36395,36395,351.00,97.2853,0.000041,15.75268594
44,STARLINK-36411,36411,351.02,97.2859,0.000022,15.75262053
44,STARLINK-36631,36631,351.03,97.2821,0.000335,15.75260953
44,STARLINK-36579,36579,351.03,97.2834,0.000148,15.75260358
44,STARLINK-36400,36400,351.04,97.2823,0.000259,15.75255796
44,STARLINK-36574,36574,351.04,97.2844,0.000063,15.75254981
44,STARLINK-36572,36572,351.04,97.2838,0.000166,15.75254448
44,STARLINK-36312,36312,351.05,97.2840,0.000234,15.75250729
44,STARLINK-36580,36580,351.06,97.2839,0.000109,15.75250573
44,STARLINK-36353,36353,351.06,97.2840,0.000201,15.75250173
44,STARLINK-36612,36612,351.06,97.2819,0.000161,15.75250167
44,STARLINK-36586,36586,351.06,97.2854,0.000187,15.75249700
44,STARLINK-36628,36628,351.06,97.2847,0.000171,15.75249395
44,STARLINK-35843,35843,351.06,97.2835,0.000144,15.75249326
44,STARLINK-36394,36394,351.06,97.2841,0.000147,15.75248936
44,STARLINK-36358,36358,351.07,97.2840,0.000206,15.75246847
44,STARLINK-36596,36596,351.07,97.2836,0.000126,15.75245801
44,STARLINK-36563,36563,351.07,97.2836,0.000119,15.75244566
44,STARLINK-36588,36588,351.08,97.2845,0.000156,15.75242400
44,STARLINK-36426,36426,351.08,97.2841,0.000064,15.75240251
44,STARLINK-36578,36578,351.09,97.2842,0.000170,15.75239881
44,STARLINK-36634,36634,351.09,97.2825,0.000135,15.75239472
44,STARLINK-36616,36616,351.09,97.2836,0.000091,15.75239400
44,STARLINK-36590,36590,351.09,97.2827,0.000226,15.75237980
44,STARLINK-36593,36593,351.09,97.2816,0.000221,15.75237707
44,STARLINK-36365,36365,351.09,97.2837,0.000168,15.75236671
44,STARLINK-36351,36351,351.10,97.2833,0.000178,15.75236150
44,STARLINK-36397,36397,351.10,97.2855,0.000223,15.75235526
44,STARLINK-36577,36577,351.11,97.2841,0.000140,15.75231827
44,STARLINK-36675,36675,351.11,97.2835,0.000155,15.75231614
44,STARLINK-36713,36713,351.11,97.2854,0.000122,15.75231380
44,STARLINK-36620,36620,351.11,97.2830,0.000128,15.75230773
44,STARLINK-36571,36571,351.12,97.2831,0.000231,15.75229465
44,STARLINK-36712,36712,351.12,97.2850,0.000137,15.75229175
44,STARLINK-36417,36417,351.12,97.2845,0.000168,15.75228863
44,STARLINK-36407,36407,351.12,97.2829,0.000123,15.75228729
44,STARLINK-36559,36559,351.12,97.2837,0.000121,15.75228265
44,STARLINK-36576,36576,351.12,97.2839,0.000161,15.75227543
44,STARLINK-36639,36639,351.13,97.2840,0.000138,15.75225748
44,STARLINK-36753,36753,351.13,97.2848,0.000111,15.75225477
44,STARLINK-36622,36622,351.13,97.2833,0.000109,15.75222774
44,STARLINK-36316,36316,351.14,97.2855,0.000147,15.75222236
44,STARLINK-36674,36674,351.14,97.2828,0.000167,15.75222099
44,STARLINK-36625,36625,351.14,97.2839,0.000135,15.75220136
44,STARLINK-36632,36632,351.14,97.2836,0.000056,15.75219395
44,STARLINK-36704,36704,351.14,97.2849,0.000138,15.75219074
44,STARLINK-36561,36561,351.15,97.2858,0.000167,15.75218626
44,STARLINK-36767,36767,351.15,97.2855,0.000163,15.75218436
44,STARLINK-36695,36695,351.15,97.2858,0.000130,15.75216212
44,STARLINK-36297,36297,351.15,97.2843,0.000151,15.75216103
44,STARLINK-36788,36788,351.16,97.2841,0.000162,15.75214206
44,STARLINK-35725,35725,351.16,97.2839,0.000147,15.75212253
44,STARLINK-36795,36795,351.16,97.2846,0.000164,15.75212248
44,STARLINK-36642,36642,351.16,97.2851,0.000168,15.75212238
44,STARLINK-36635,36635,351.17,97.2829,0.000192,15.75211171
44,STARLINK-36376,36376,351.17,97.2843,0.000148,15.75210719
44,STARLINK-36404,36404,351.17,97.2832,0.000156,15.75209510
44,STARLINK-36700,36700,351.18,97.2831,0.000144,15.75207790
44,STARLINK-36673,36673,351.18,97.2833,0.000122,15.75205765
44,STARLINK-36613,36613,351.18,97.2844,0.000179,15.75205013
44,STARLINK-36719,36719,351.19,97.2825,0.000174,15.75204911
44,STARLINK-36384,36384,351.19,97.2833,0.000162,15.75204761
44,STARLINK-36645,36645,351.19,97.2857,0.000134,15.75204208
44,STARLINK-36626,36626,351.19,97.2842,0.000189,15.75203407
44,STARLINK-36391,36391,351.19,97.2837,0.000128,15.75202044
44,STARLINK-36603,36603,351.20,97.2826,0.000124,15.75199693
44,STARLINK-36609,36609,351.20,97.2826,0.000200,15.75199664
44,STARLINK-36703,36703,351.20,97.2832,0.000107,15.75199495
44,STARLINK-36350,36350,351.20,97.2838,0.000105,15.75199173
44,STARLINK-36699,36699,351.21,97.2831,0.000107,15.75196862
44,STARLINK-36582,36582,351.22,97.2835,0.000135,15.75194366
44,STARLINK-36705,36705,351.22,97.2870,0.000152,15.75193436
44,STARLINK-36584,36584,351.22,97.2855,0.000423,15.75193348
44,STARLINK-36605,36605,351.23,97.2841,0.000118,15.75190729
44,STARLINK-36748,36748,351.24,97.2849,0.000117,15.75184081
44,STARLINK-36399,36399,351.26,97.2846,0.000184,15.75179387
44,STARLINK-36587,36587,351.26,97.2855,0.000492,15.75179064
44,STARLINK-36701,36701,351.26,97.2833,0.000076,15.75178415
44,STARLINK-36804,36804,351.27,97.2852,0.000155,15.75176364
44,STARLINK-36696,36696,351.27,97.2826,0.000185,15.75174980
44,STARLINK-36342,36342,351.27,97.2835,0.000148,15.75173420
44,STARLINK-36694,36694,351.28,97.2832,0.000140,15.75172572
44,STARLINK-36638,36638,351.28,97.2839,0.000150,15.75171723
44,STARLINK-36800,36800,351.28,97.2852,0.000148,15.75171535
44,STARLINK-36387,36387,351.29,97.2847,0.000137,15.75169068
44,STARLINK-36792,36792,351.31,97.2850,0.000174,15.75161907
44,STARLINK-36706,36706,351.31,97.2840,0.000114,15.75159503
44,STARLINK-36773,36773,351.32,97.2853,0.000175,15.75159229
44,STARLINK-36338,36338,351.35,97.2847,0.000135,15.75146119
44,STARLINK-36401,36401,351.40,97.2846,0.000124,15.75127961
45,STARLINK-3050,3050,352.02,69.9971,0.000357,15.74913245
46,STARLINK-1832,1832,355.49,53.0445,0.000624,15.73693586
46,STARLINK-1799,1799,356.02,53.0442,0.000793,15.73507821
46,STARLINK-1593,1593,359.93,53.0462,0.000485,15.72137448
46,STARLINK-1494,1494,360.44,53.0482,0.000348,15.71957241
47,STARLINK-1733,1733,360.73,53.0434,0.000128,15.71855025
47,STARLINK-1816,1816,362.56,53.0421,0.000459,15.71216783
47,STARLINK-1790,1790,363.97,53.0430,0.000660,15.70723009
47,STARLINK-1746,1746,364.94,53.0426,0.000219,15.70382427
47,STARLINK-2095,2095,364.98,53.0280,0.000648,15.70369795
47,STARLINK-1669,1669,365.26,53.0365,0.000819,15.70270594
48,STARLINK-32272,32272,361.32,53.1443,0.001457,15.71650271
48,STARLINK-11423 [DTC],11423 [DTC],365.98,53.1570,0.000145,15.70018339
48,STARLINK-11395 [DTC],11395 [DTC],366.02,53.1570,0.000077,15.70006343
48,STARLINK-4057,4057,366.06,53.2171,0.000087,15.69991559
48,STARLINK-11337 [DTC],11337 [DTC],366.07,53.1562,0.000126,15.69987085
48,STARLINK-11393 [DTC],11393 [DTC],366.29,53.1560,0.000139,15.69911032
48,STARLINK-11404 [DTC],11404 [DTC],366.32,53.1560,0.000173,15.69901781
48,STARLINK-11456 [DTC],11456 [DTC],366.32,53.1571,0.000149,15.69901204
49,STARLINK-31268,31268,361.94,42.9856,0.002547,15.71432044
49,STARLINK-11572 [DTC],11572 [DTC],362.64,42.9994,0.000237,15.71186201
49,STARLINK-11347 [DTC],11347 [DTC],362.65,42.9992,0.000231,15.71183289
49,STARLINK-11596 [DTC],11596 [DTC],362.70,42.9999,0.000157,15.71165678
49,STARLINK-11645 [DTC],11645 [DTC],362.74,43.0002,0.000484,15.71153655
49,STARLINK-11722 [DTC],11722 [DTC],362.74,43.0006,0.000308,15.71152933
49,STARLINK-11611 [DTC],11611 [DTC],362.77,42.9978,0.000411,15.71141822
49,STARLINK-11746 [DTC],11746 [DTC],362.77,43.0012,0.000211,15.71140255
49,STARLINK-11557 [DTC],11557 [DTC],362.78,42.9996,0.000472,15.71139175
